Artist Name;Track Name;Popularity;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_in min/ms;time_signature;Class
Jess Glynne;Hold My Hand;600;642;823;;-5717;1;289;159;;776;431;122977;2273440;4;9
Bo Burnham;Bezos I;840;694;948;20;-5307;1;361;936;0,00162;139;705;115044;96915;4;9
Modest Mouse;We Are Between;630;614;91;110;-3175;0;444;956;301;343;407;128973;2329070;3;10
Shankar-Ehsaan-Loy, Ajoy Chakrabarty, Javed Ali;Garaj Garaj;380;287;762;;-7121;1;874;392;;287;262;73054;2641283333;4;0
The Afghan Whigs;Honky's Ladder;400;403;932;70;-4449;1;515;124;0,000104;669;497;97283;2562000;4;10
NOISY;Where‚Äôs Your Head?;470;468;934;80;-4256;1;234;274;345;995;557;179998;1932020;3;10
All Time Low;Remembering Sunday;620;45;602;60;-4801;0;264;15;;141;316;170043;2567330;3;9
Jacob Banks;Parade;540;574;691;60;-7805;0;336;142;431;169;767;95009;1366320;4;2
Rafferty;Apple Pie;500;633;925;50;-4767;0;976;17;149;889;472;117049;1794470;4;10
Moshiko Mor;?ê?†?ô ?õ?ë?® ?û?ê?ï?©?®;440;534;544;20;-8484;0;415;189;;886;429;163905;1925000;4;9
Tom Petty;You Don't Know How It Feels;660;765;502;90;-7393;1;321;119;11;171;836;144204;2894400;4;10
Coldplay;Clocks;770;577;749;50;-7215;0;279;599;115;183;255;13097;3078800;4;10
Blane Howard;Promise to Love Her;570;54;513;110;-6978;1;331;713;;149;51;78862;32943;3;4
DJ Khaled;I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby);830;757;721;40;-2906;0;691;196;;647;364;124036;1653660;4;5
Maria Brink;Meet Me In Fire [Feat. Andy Biersack];150;417;857;70;-595;1;443;398;848;248;183;140914;2948000;4;10
Grace McKagan;So Hyper;250;457;986;60;-449;1;697;196;208;128;558;139173;1752240;4;10
James Jackson Jazz Trio;Long Ago (and Far Away);490;674;159;;-16441;1;409;922;865;128;298;120246;349515;4;7
WARGASM (UK);Rage All Over;460;563;944;70;-7634;1;923;112;12;293;35;106483;2127140;4;6
Cohen@Mushon;Kosher Gufani;150;793;633;10;-4258;0;171;751;;108;453;95023;1530930;4;5
Blame My Youth;Go To Sleep;350;577;614;30;-6944;1;393;517;;35;525;141927;1971650;4;9
Elton John;Goodbye Yellow Brick Road - Remastered 2014;730;559;473;50;-7712;1;279;446;141;154;397;121227;1928270;4;10
Breaking Benjamin;Never Again;550;493;936;10;-4525;1;331;0,000853;0,00973;358;683;93501;2235470;4;10
Joe Turner;Too Much;410;632;601;70;-7742;0;354;448;569;125;24;11701;2364800;4;1
Alfa Mist;Organic Rust;480;708;331;10;-9486;0;51;177;504;645;443;8997;2762520;4;5
Rokia Traor?©;Laidu;520;702;269;100;-15172;0;365;626;406;125;397;99747;3869730;4;2
The Smashing Pumpkins;1979 - Remastered 2012;750;767;787;30;-9897;1;331;163;583;513;964;126879;2662000;4;10
Judas Priest;Living After Midnight;640;61;824;40;-6046;1;534;136;0,000175;606;819;134992;2101330;4;10
Jerry Lee Lewis;Drinkin' Wine Spo-Dee-O-Dee;320;54;696;;-8911;1;347;749;26;116;781;94055;1537730;4;10
Brain Police;Rooster Booster;340;31;832;70;-5139;1;369;0,00029;956;411;416;153284;2662000;4;10
The Strokes;Under Cover of Darkness;670;35;775;110;-3364;1;54;433;283;676;588;199866;2355470;4;10
Deaf Rat;Within the Dead Souls;280;527;971;50;-4153;0;486;0,00274;0,00366;866;325;123993;2465870;4;8
Las Almas Nuevas;Alla En El Mar;440;6;171;90;-14263;1;772;983;937;11;321;127256;2598833333;3;7
Annie Taylor;Telephone;310;422;809;110;-6389;0;438;118;902;149;728;17492;1689010;4;10
The Brian Jonestown Massacre;Evergreen;370;339;706;40;-9141;0;342;0,00331;857;35;107;98441;2048000;4;10
Sacramento;MAMA;80;609;634;40;-10491;1;372;203;229;121;688;127509;2452000;4;6
Leviathan;Fucking Your Ghost In Chains of Ice;360;986;861;70;-6351;1;705;0,000255;934;672;137;158397;3404670;4;8
Megan Thee Stallion;Savage Remix (feat. Beyonc?©);760;822;743;100;-4772;0;28;16;;127;636;84459;2420010;4;9
Surfer Blood;Parkland (Into the Silence);260;414;828;90;-6395;1;354;411;942;107;894;175883;2259870;4;6
Pierre Cavalli;Chasse ?† l'homme;350;292;979;20;-5758;1;18;164;922;4;59;128721;1314270;4;10
Paris Texas;HEAVY METAL;540;736;482;10;-9981;1;305;71;;221;442;11502;1596530;4;5
The Friends of Natasha;?ß?ï?ß ?ë?¶?î?®?ô?ô?ù;320;586;834;;-6797;1;536;786;917;925;63;95025;2625070;4;10
Jonathan Richman;I Was Dancing In The Lesbian Bar;540;829;388;90;-1355;0;421;675;263;271;896;1165;2238400;4;1
Moby Grape;Mr. Blues;190;514;559;60;-8852;0;126;568;;115;756;102037;1180930;4;2
King Gizzard & The Lizard Wizard;Automation;500;375;661;60;-7113;0;362;0,00229;135;23;512;91611;2098040;4;10
INXS;Never Tear Us Apart;;661;613;;-756;1;273;298;176;176;19;96609;307645;3;10
Tunng;Bodies;230;708;411;90;-11264;1;493;45;481;134;337;103025;2672400;4;1
The Goodnight Darlings;Heavy;260;587;947;70;-3578;1;108;9;941;209;528;116072;1960800;4;1
Keller Williams;West L.A. Fade Away;410;587;762;70;-6946;1;356;393;888;789;743;91936;3794270;4;10
Lethal Bizzle;Pow (Forward);430;535;771;10;-8135;1;393;389;;37;487;137766;1815200;4;5
Priya Ragu;Good Love 2.0 - Little Dragon Remix;420;833;397;110;-7373;0;213;356;581;889;491;118028;2033800;4;6
Josh Teskey;Hungry Heart;400;702;206;10;-10468;1;394;835;0,00195;932;54;122839;2013020;4;2
Tad;Leafy Incline;440;24;863;110;-8046;0;402;0,00158;416;944;331;75591;2105330;4;10
King Combs;Holdin Me Down;590;671;622;90;-5709;0;348;236;0,000129;928;417;155599;2518390;4;5
Yes;Roundabout - 2003 Remaster;650;41;761;40;-9453;0;687;685;772;758;392;132923;5105730;4;10
Led Zeppelin;Immigrant Song - Remaster;770;564;932;110;-10068;1;554;13;169;349;619;112937;1462500;4;10
Karsh Kale;Milan;340;603;864;110;-11832;1;524;427;892;329;49;165033;5343070;4;6
Paradise Lost;Hallowed Land;340;506;947;110;-6697;0;454;177;202;139;399;10771;3025600;4;8
Carlton Maison Quartet;I´m Glad There Is You;580;508;153;50;-13874;1;381;974;803;122;188;112494;4486266667;4;7
Midland;Cowgirl Blues;;618;774;50;-7302;0;392;441;92;114;861;99595;2381570;4;1
BeAlicia;Cariño;440;532;33;70;-16107;1;446;952;919;108;343;123293;3117366667;4;7
Josh A;PAINLESS;620;753;632;90;-8054;1;423;122;;198;718;91047;1477580;4;5
Ghostface600;Paper Planes;510;812;545;100;-797;0;568;437;;107;456;137048;1393550;4;5
Jacob Banks;Devil That I Know;580;509;67;80;-14041;1;636;976;0,00304;113;773;83414;1708030;5;6
Landis;All My Friends;430;591;764;40;-2131;1;557;899;;254;327;127928;1612500;4;10
Eyal Golan;?õ?©?ê?™ ?ê?ô?™?ï;340;788;502;;-7068;0;259;381;;988;76;95978;2764400;4;9
Hanan Ben Ari;?ê?ô?ñ?ï?ü;360;65;677;110;-6506;0;95;628;;412;722;93814;2145210;4;9
Martin Garrix;Mistaken (feat. Alex Aris);560;424;694;60;-4912;0;386;573;937;133;801;128034;2824810;4;9
Toosii;be cautious;570;647;538;50;-9572;0;161;227;;297;161;159996;1801420;4;5
Unknown Mortal Orchestra;American Guilt;410;281;918;10;-3845;1;32;166;669;323;36;99455;2731370;4;1
Kat Von D;Exorcism;420;464;943;40;-4777;0;338;247;452;191;36;145004;2190560;4;10
DijahSB;New Harrison;460;697;484;10;-7398;1;4;82;;102;32;82629;2305110;4;1
Cupidon;Wake Up, Get Down;560;747;453;100;-10563;0;429;372;276;125;374;108911;2598170;4;1
Editors;Magazine;440;52;795;110;-6681;0;408;396;0,00293;941;371;127885;2358500;4;10
Lata Mangeshkar;Tu Mere Saath Rahega Munne;40;323;297;30;-12731;1;282;607;;119;281;78838;6531783333;3;3
The Monkees;I'm a Believer - 2006 Remaster;730;526;775;;-605;1;352;707;0,00205;217;962;80106;278955;4;10
Frances Lion;Self Control;180;623;665;;-5387;0;519;493;;676;533;12196;1976000;4;10
El Alfa;La Mam?° de la Mam?°;800;922;927;110;-3025;1;105;283;331;719;796;129978;2190000;4;9
YFN Lucci;Both of Us (feat. Rick Ross & Layton Greene);590;529;691;50;-57;0;227;221;;134;417;80344;2219940;4;5
Miguel Poveda;Coplas Del Querer;400;508;287;50;-8898;0;481;834;;963;324;96139;3324670;3;9
Kings of Convenience;Rocky Trail;650;549;418;60;-13172;1;423;788;123;112;692;17198;2103770;4;6
The West Coast Pop Art Experimental Band;Shifting Sands;500;226;585;20;-9965;1;343;128;233;112;655;180495;2346000;3;10
POORSTACY;Public Enemy;;52;967;30;-3837;0;489;248;0,000262;328;477;179924;1495000;4;1
Backstreet Boys;Love Will Keep You Up All Night;310;382;693;100;-3827;1;306;261;;116;205;150058;4247116667;4;9
Abbath;Harvest Pyre;360;287;962;60;-4235;1;605;0,000037;887;34;255;173094;2520670;4;8
Highly Suspect;Little One;470;474;363;70;-7489;1;295;126;0,000777;109;11;139889;2416670;3;10
Flyying Colours;Long Holiday;200;469;867;70;-5311;1;322;0,000249;919;451;211;125436;1862530;4;6
Devilskin;Corrode;350;63;845;60;-4969;1;589;103;138;513;73;129965;2546910;4;8
Miki Gavrielov;A World's Gone Crazy;;387;545;110;-6808;0;367;48;338;17;217;1540;2533660;4;9
Kane Brown, Lauren Alaina;What Ifs (feat. Lauren Alaina);730;612;799;100;-4603;1;275;898;;172;687;125976;313755;4;4
Pale Waves;Fall to Pieces;500;712;7;70;-3272;1;318;16;;586;723;99996;1678930;4;6
Tony Levin;Apollo;240;229;621;90;-9231;1;302;238;376;106;165;167598;4099070;3;10
Foreigner;Waiting for a Girl like You;710;33;469;100;-9286;0;335;31;0,000023;402;433;201327;2920670;4;10
Havok;Phantom Force;340;308;984;10;-5367;1;122;0,00158;49;255;158;113723;1797960;4;8
Sly & The Family Stone;Medley: Higher/Music Lover - Live at The Woodstock Music & Art Fair, August 17, 1969;280;453;819;50;-10938;1;169;336;21;891;45;139127;4706670;4;10
Andy Miller Group;Can't Help Lovin' Dat Man;500;424;196;;-20783;1;703;975;927;114;272;18607;3277383333;3;7
Vintage Trouble;Not Alright by Me (We Can't Wait);240;626;631;50;-5625;1;42;345;;709;804;163989;1896950;4;10
The Lemonheads;Into Your Arms;560;504;782;20;-927;1;301;661;0,000131;115;619;123883;1647060;4;10
Leprous;From the Flame;490;538;743;40;-5928;0;515;343;187;103;316;127809;2313470;4;8
Hollow Front;Falling Apart;480;534;979;90;-3645;0;987;292;;256;236;119993;2440000;4;8
Magic Sam;Keep On Lovin' Me Baby;70;436;679;;-8549;1;101;49;;506;809;189129;2035210;4;2
Pote Baby;Yamacraw Yetti;490;868;525;110;-739;0;271;536;;233;201;154874;1315900;4;5
The Cringe;I Can't Take It No More;160;578;755;90;-4642;1;319;6;902;475;606;130037;2525300;4;10
F?©lix Rabin;Angels;240;423;53;110;-7647;0;823;589;983;737;665;116179;2063550;4;2
Willie J Healey;Why You Gotta Do It;380;64;845;90;-516;0;428;555;185;105;32;112136;2188130;4;6
Black Grape;Kelly's Heroes;440;633;939;70;-5158;1;642;642;24;804;838;119669;2624000;4;6
Zoe Clark;Last One Standing;490;927;609;70;-6298;1;121;317;;111;932;128089;1371200;4;9
Taylor Malkov;?ê?î?ú?ü;350;753;738;60;-5598;0;405;202;532;564;761;139989;2044440;4;9
Billy Vena;Shaggy Dynamite;310;654;616;10;-4869;0;133;322;;139;691;91857;1591500;4;9
Celtic Frost;A Dying God Coming into Human Flesh;460;153;329;30;-5575;0;362;125;918;604;793;102001;3391870;3;8
Isaac Dunbar;intimate moments;510;514;648;20;-617;1;411;148;;119;452;129895;2105070;4;9
Malena Zavala;La Yarar?° - Single Version;330;403;614;50;-8007;0;735;118;18;315;496;84964;1854760;4;1
Big Spring;Keep The Lights On Me;380;445;886;70;-6592;1;647;158;0,000544;424;382;8137;2272620;4;1
Henry's Funeral Shoe;Be Your Own Invention;330;315;794;70;-6271;1;905;295;979;196;341;130145;3184590;4;2
Pale Waves;Fall to Pieces;500;712;7;70;-3272;1;318;16;;586;723;99996;1678930;4;9
Conway Twitty;You've Never Been This Far Before - Re-Recorded In Stereo;430;705;397;100;-11775;1;343;679;;106;684;133355;3166666667;4;4
CLOVES;Nightmare;20;453;734;80;-616;0;357;755;344;349;299;141894;2006130;4;9
JID;Bruuuh (with Denzel Curry) - Remix;690;813;621;90;-9273;1;209;144;0,00403;793;377;112101;2064460;4;5
Architects;Little Wonder;620;533;967;10;-3762;0;102;232;0,00459;109;477;130052;2278130;4;10
Diamond Head;Am I Evil;430;242;973;80;-4739;1;148;0,00257;82;121;369;148095;5051470;4;8
Shannon Lay;August;430;32;456;50;-9412;0;337;637;0,000205;116;338;118779;1680000;4;1
Fruition;Fire;430;472;813;90;-5919;0;399;12;109;382;684;134922;2160850;4;10
Migrant Motel;Bad Machine;280;666;757;40;-7617;0;132;237;188;336;554;90007;2086670;4;9
Vitamin String Quartet;New World;440;15;211;90;-12814;0;369;792;174;169;141;8268;2254000;4;1
Kings of Leon;Echoing;580;293;778;;-5581;1;34;147;227;102;24;147882;2173470;4;1
Backstreet Boys;Bigger;460;529;748;;-6108;1;265;226;;265;298;10549;3266;4;9
Intelligency;Leta;460;659;518;10;-11073;1;263;33;193;318;135;123005;2380490;4;6
PWNT;Shortcuts;340;736;475;100;-10879;1;255;292;749;129;742;1010;1540530;4;6
Circa Waves;Times Won‚Äôt Change Me;510;57;648;10;-7369;1;27;506;0,00812;835;483;180107;1930390;4;10
Lil Tjay;Born 2 Be Great;700;593;512;80;-7837;0;737;58;;996;192;95733;1700000;4;5
Chris James;Hey It's Me;500;907;567;80;-7164;1;636;232;101;198;831;130002;1500000;4;9
MARINA;Bubblegum Bitch;790;495;856;;-5123;0;311;219;;103;609;158024;2577783333;4;9
Arijit Singh, Pritam;"Luteron Ka Lutera Version - Kalank Title (From ""Kalank"")";470;613;237;100;-13978;1;351;89;0,00153;112;483;117972;25378;4;3
Moose Blood;Cherry;540;372;247;40;-12633;1;336;896;162;82;241;181763;1597110;4;10
Prem Joshua;Tangerine Thumri (Orange Turban Mix);;642;502;60;-12785;0;341;159;791;126;413;104997;72;4;0
Tomer Yeshayahu;Good Morning;370;636;568;110;-8232;1;401;655;0,00518;346;884;118444;2475950;4;10
slowthai;feel away (feat. James Blake & Mount Kimbie);620;404;532;;-8989;1;409;683;158;164;339;159864;2009330;4;6
Olivia Rodrigo;good 4 u;910;556;661;60;-5052;0;204;3;;101;668;16856;1781480;4;10
The Brian Jonestown Massacre;Bout des doigts;440;508;902;60;-6886;0;3;131;796;111;557;10371;4263320;4;6
Cathedral;Gong;210;305;501;20;-10179;0;337;984;419;138;349;90574;4222130;5;10
Dan Mason „ÉÄ„É?¬?„É°„Ç§„Ç?„É?;Oh No (It's You);290;671;611;50;-9991;0;488;427;802;876;52;100017;2352000;4;6
Taylor Manns;Always On My Mind;540;567;173;110;-11964;1;352;885;;111;196;11794;1937800;4;9
Byther Smith;Givin' Up On Love;340;456;389;30;-11568;1;339;239;364;356;399;179074;3478800;3;2
Jeremy Pelt;Little Girl Blue;480;297;805;50;-18726;1;355;963;947;898;158;80346;7295333333;3;7
The Beaches;Let's Go;490;542;923;40;-5005;0;975;11;54;707;724;172977;1427600;4;1
The Specials;Ghost Town;610;665;766;100;-9454;0;505;492;338;113;905;73683;2193070;4;6
Fleetwood Mac;The Chain;70;546;529;90;-136;1;436;629;567;383;574;151727;451666667;4;10
Suede;Trash;520;422;99;110;-4007;1;1;33;0,000103;345;174;1246;2459470;4;6
Mitch James;Be Somebody;530;373;703;10;-5463;0;179;37;;107;225;162076;1843800;4;9
Spurv;Et blekt lys lyder;330;382;641;30;-9166;0;335;114;868;139;226;137985;3286130;4;8
Hadag Nahash;?®?¢?ì?î ?î?ê?ì?û?î;270;564;81;20;-6154;1;602;324;152;174;435;60473;2496850;4;10
Divine Chaos;The Way to Oblivion;130;548;982;20;-4835;1;879;224;245;218;229;9348;2498800;4;8
Halestorm;I Am the Fire;560;384;955;90;-2884;0;266;535;997;958;199;171888;2171730;4;10
LoveLeo;BUZZCUT (feat. blackwinterwells);460;824;485;60;-10345;0;964;145;76;798;773;118874;1297170;4;1
Wings;Band On The Run - Remastered 2010;720;479;601;70;-8806;1;318;832;142;11;669;124966;3130270;4;10
Olivia Rodrigo;brutal;;669;543;40;-6399;1;61;305;0,000144;288;269;123977;1437470;4;10
Seth;La Morsure du Christ;240;145;977;40;-5079;0;107;0,00112;1;766;92;144857;3521600;4;8
Franz Ferdinand;Do You Want To;620;412;944;;-2896;1;448;724;493;801;79;123091;2150000;4;10
Modest Mouse;Dashboard;640;639;903;110;-5013;0;371;963;0,00706;174;96;135938;2461730;4;6
World's First Cinema;Red Run Cold;580;478;548;70;-7399;0;126;203;0,000391;246;412;147757;2237840;4;10
Nirvana;Negative Creep;570;37;947;20;-7213;1;901;0,000797;175;762;418;81744;1757450;4;10
Issam Alnajjar;Turning Me Up (Hadal Ahbek);740;744;816;110;-3933;1;372;144;0,000851;902;748;120062;1440000;4;9
Blind Seagull;Connections;350;301;578;70;-4601;1;421;0,000356;916;225;978;174897;1610450;4;6
Angelo De Augustine;Santa Barbara;560;597;157;70;-17199;0;451;962;259;107;498;81009;1940270;4;6
Tepr;Minuit Jacuzzi - Data Remix;270;566;873;;-5926;0;178;371;932;79;527;121946;2638000;4;6
Wizard;I Bring Light Into the Dark;300;492;884;10;-11061;0;909;653;0,00114;317;149;135073;2971650;4;8
Nick Moss Band;Lucky Guy;320;486;945;20;-2673;1;356;245;0,00878;373;957;131645;2729330;4;2
Dawda Jobarteh;I Met Her By The River;350;68;319;60;-1218;0;489;987;929;878;473;13504;4437116667;3;7
Young Stoner Life;Ski;820;953;621;80;-7638;0;221;17;;398;883;123016;1523330;4;9
Laaz Rockit;Fire in the Hole;330;154;923;10;-655;0;867;0,000293;848;431;163;151523;2307200;4;8
Now is the Time;Jade Bird;530;532;844;70;-6445;1;398;757;0,000619;173;661;109966;359155;4;0
White Rabbits;Percussion Gun;410;529;88;;-6758;0;473;152;845;603;603;103231;1883070;4;6
Rendez Vous;Sentimental Animal;390;467;769;20;-5059;1;393;0,00393;572;32;607;155957;2753910;4;1
Periphery;Garden in the Bones;410;517;971;40;-5189;1;778;57;0,00375;325;363;135004;3565070;4;8
Ronnie Milsap;Daydreams About Night Things;;639;53;20;-9358;1;319;57;;911;918;13872;2388883333;4;4
American Authors;Brick By Brick;500;542;869;60;-4047;0;86;182;0,00101;488;61;81966;2052480;4;10
Skindred;Ratrace;440;645;979;;-2322;1;105;16;;371;798;106963;2012670;4;8
Smoothboi Ezra;My Own Person;480;6;548;70;-6977;1;328;784;0,00302;116;263;8998;2648730;4;9
Freddie King;Hideaway;360;658;71;90;-11493;1;65;118;862;582;899;122666;1522670;4;2
The Palms;Levitate;540;606;781;10;-5846;1;703;142;803;734;632;170007;2307380;4;1
KONGOS;Take It From Me;530;555;74;110;-7016;0;175;555;0,000708;306;761;172915;1907710;4;10
Katori Walker;Melanated;260;529;593;10;-8393;1;474;598;;135;196;65065;1928100;4;5
Vulfpeck;Back Pocket (Live at Madison Square Garden);390;486;935;40;-3832;0;15;358;;939;589;94567;3131670;4;10
The Struts;Mary Go Round;470;346;829;80;-5123;1;373;104;;539;505;161954;1992130;4;10
Sheygets;?û?®?ú?ô?ü ?û?ï?†?®?ï;310;375;0;10;-4593;1;638;221;252;133;123;10577;7900930;4;6
Lata Mangeshkar, S. P. Balasubrahmanyam;Aaja Shaam Hone Aaee;260;53;562;50;-9393;0;422;749;0,000516;216;767;90887;5252883333;4;3
Sister;Psycho Thrilling;360;593;979;10;-4115;0;102;0,00243;28;887;387;13503;2222270;4;10
Andromida;Celestial;410;526;989;70;-4121;0;119;0,00835;565;139;12;149998;2576000;4;8
The Foxies;Screws;380;576;829;;-4323;0;593;265;515;304;652;16799;1653230;4;6
Celeb Car Crash;Howl;260;366;941;20;-4263;1;714;813;223;114;183;82994;2771870;4;10
Cheikh L?¥;Jamm;360;779;667;90;-11031;0;555;614;117;905;9;159943;2882930;3;2
Black Thought;Welcome To America (feat. C.S. Armstrong & Angela Hunte);420;507;852;10;-542;1;351;587;0,000157;354;51;168166;2200290;4;5
Kadialy Kouyate;Taling Dima;240;629;284;100;-11694;0;473;913;874;106;306;120271;3896466667;4;7
Frazey Ford;The Kids Are Having None Of It;250;789;377;90;-9369;0;43;326;671;165;698;138004;2879730;4;2
Destroy Boys;Fences;550;377;991;40;-1205;0;932;81;0,000484;298;258;122147;2380400;4;1
Kavita Krishnamurthy;Saanson Ki Mala;310;517;643;60;-10679;0;627;395;239;141;782;143786;679155;3;3
Mr. Big;To Be With You - 2010 Remastered Version;730;688;375;40;-9601;1;535;286;;133;45;83635;2104800;4;10
Cut Glass Kings;Shadow of Your Love;400;502;883;90;-5205;1;284;136;315;154;129;129993;1558830;4;10
Crosby, Stills & Nash;Guinnevere - 2005 Remaster;420;467;936;110;-19998;0;371;817;365;113;178;113699;2778130;4;10
bel canto;Shimmering, Warm & Bright;280;686;622;10;-10536;0;27;285;;275;679;107076;1979600;4;6
Everyone You Know;Just for the Times;530;616;824;60;-3646;0;128;658;257;3;206;125024;2052080;4;6
Backstreet Boys;Breathe;410;442;363;40;-5739;1;271;566;;109;325;8488;3108216667;4;9
Takatak;Fault Lines;260;487;953;80;-5394;1;104;203;299;503;249;140001;3528130;4;8
diveliner;basketball;410;388;449;10;-9114;1;236;668;;214;262;180181;1413330;4;1
The Fall of Troy;Knife Fight at the Mormon Church;320;485;97;30;-7014;0;609;0,000407;165;28;572;10199;2546780;4;6
Parquet Courts;Black And White;370;318;975;90;-421;1;926;562;826;345;668;174206;1829870;4;10
Shalom Hanoch;?©?ô?® ?ú?ú?ê ?©?ù;230;423;207;10;-14793;0;285;85;0,000188;116;175;83051;2793330;4;10
Arik Einstein;?ô?© ?ë?ô ?ê?î?ë?î;400;691;397;50;-11782;1;294;548;0,00393;917;328;83878;2534670;4;10
Allman Brothers Band;Back Where It All Begins;430;377;891;90;-6807;1;631;38;176;345;639;103243;5504800;4;10
Ido Katzir;?û?©?î ?ë?® ?°?ô?û?ü ?ò?ï?ë;120;715;788;10;-9121;1;213;841;248;826;465;179009;1215000;4;5
Astrale;The Way I See;280;767;51;10;-5737;1;152;762;385;153;525;120022;1810840;4;9
The Beverly Chills;Girlfriend;230;381;886;20;-4174;1;719;0,00258;654;56;429;14499;1578200;4;10
James Blake;Before;540;699;464;50;-8933;0;744;39;171;315;283;110986;2878710;4;6
The Living Tombstone;Discord;760;676;835;80;-4382;0;44;682;0,00304;81;8;104987;1937760;4;9
iRO;Change Your Mind;360;531;772;90;-4126;1;446;541;693;827;842;175022;1802730;4;9
Lucero;Outrun the Moon;370;566;659;60;-6157;0;329;232;637;923;319;122005;2988470;4;10
Pop Will Eat Itself;Can U Dig It?;40;654;89;90;-6514;0;906;204;;272;684;129014;1953200;4;1
The Uptown Players;In a Sentimental Mood;440;546;95;20;-21524;0;356;831;711;119;195;116071;4573383333;4;7
Louis Jordan;Let the Good Times Roll;470;705;401;90;-9506;0;475;812;;319;649;104956;1672270;4;2
Electric Light Orchestra;Rock 'N' Roll Is King;430;366;73;90;-12746;1;668;423;0,000431;163;729;160093;375;4;10
Aya Korem;?®?ß ?ê?î?ë?î;330;575;523;70;-7078;1;259;372;525;98;312;97934;2482350;3;9
SoundGuySam, V?haka;Nirvana;60;408;616;;-9942;1;165;161;;89;379;160173;30;4;0
The Red Jumpsuit Apparatus;Face Down;750;545;932;70;-2189;0;399;665;;127;464;92956;1920000;4;10
LUMI?àRE;LA.BELLE.JOURN?âE 1971;280;595;66;100;-7763;1;286;156;392;106;741;97146;3057240;4;6
Refused;Refused Are Fucking Dead;330;375;946;70;-7392;1;125;277;376;374;46;107309;3103200;4;10
Cat Clyde;All the Black - Acoustic;;585;136;100;-12928;0;327;893;0,00696;128;116;124708;456533333;4;0
Yishai;?©?ô?® ?©?û?ó;190;799;551;80;-6924;1;645;818;0,00214;337;554;95025;1668330;4;5
AURORA;Runaway;770;521;277;110;-1034;1;356;634;0,00707;103;13;11501;4147116667;4;9
Anne-Marie, Niall Horan;Our Song;840;595;759;110;-4245;0;423;141;;172;515;80953;272888333;4;9
Westlife;I Do;;386;453;40;-4885;1;268;734;;107;18;132703;4483333333;4;9
david hugo;we made it.;590;653;515;50;-7906;1;267;706;;756;674;17605;1646620;4;9
my bloody valentine;Lose My Breath;440;391;651;60;-11523;1;266;512;841;954;402;92124;2180000;4;10
Osher Cohen;?ë?®?í?¢?ô?ù ?©?ê?™ ?î?ï?ú?õ?™;430;508;643;110;-6989;0;487;589;;178;454;159863;2281690;4;9
John Lee Hooker;No More Doggin';160;73;102;110;-17232;1;702;895;993;809;277;136108;1649330;4;2
Papa Roach;Help;670;383;9;70;-542;1;134;85;0,000194;271;286;18396;2147970;4;10
Dolly Parton;I Will Always Love You;600;446;142;90;-13498;1;335;96;114;101;156;135724;2934883333;4;4
Novelists FR;Terrorist;540;331;917;50;-50;1;105;0,00813;957;191;347;147873;2266520;4;8
THE ANXIETY;Meet Me At Our Spot;710;773;47;20;-793;1;299;153;193;851;399;94995;1626800;4;6
Lou Reed;Perfect Day;690;4;267;100;-12488;1;323;744;734;103;872;144799;2250000;3;6
Studio Killers;Jenny (I Wanna Ruin Our Friendship);720;668;798;110;-5701;1;334;305;144;277;575;133928;3588;4;9
Claus Waidtløw, Nikolaj Hess, Portraits in Jazz;Melancholia;190;364;101;;-18306;0;35;977;631;116;49;114628;3838233333;3;7
Whitesnake;Is This Love - 2018 Remaster;690;263;759;;-7288;1;431;555;;231;429;179904;2844960;4;10
Alex Yarmak;Again;390;407;936;70;-6875;1;579;0,000228;729;104;679;90023;1066670;4;8
Jimmy Dawkins;Little Angel Child;490;5;638;20;-7262;1;461;125;285;199;746;122621;2392670;4;2
Keane;Fly To Me;430;417;497;70;-7812;1;325;97;21;126;698;119867;3329730;4;10
clipping.;'96 Neve Campbell;460;763;613;10;-8276;1;344;468;;3;436;99287;2012270;4;5
North Mississippi Allstars;Rollin 'N Tumblin;420;637;948;70;-6362;1;119;228;782;42;282;120049;1559870;4;2
Johnny Cash;Hurt;750;534;392;90;-7636;0;267;649;227;948;163;90379;2165330;4;10
Witchcraft;Deconstruction;480;297;872;30;-5881;0;405;119;232;32;533;80384;3099870;4;10
Zak Abel;Be Kind;680;929;67;80;-3977;1;488;68;;318;938;120935;1815160;4;9
RF Shannon;Ballad Of A Thin Place;490;615;518;10;-13831;0;274;604;753;117;903;152996;2562120;4;1
Battering Ram;Pieces;290;553;941;70;-5312;1;73;226;465;127;5;108735;2221550;3;8
Fatima Al Qadiri;Malaak;300;306;101;30;-20043;0;405;784;914;101;395;109185;1984800;3;6
The Black Dahlia Murder;Verminous;440;503;943;10;-7368;1;156;0,00277;86;806;199;11502;2298080;4;8
Canary In A Coalmine;Benjamin Francis Leftwich;440;745;61;70;-6635;1;28;446;0,00464;924;781;117008;303;4;0
Theo Alexander;Accidental Enlightenment;270;269;207;10;-13212;0;627;989;108;193;367;111391;2388810;3;6
Watertank;The Ejector Side;100;521;892;40;-4911;0;569;749;706;591;577;145022;1733790;4;10
Hinds;Riding Solo;370;399;91;20;-5285;1;482;125;204;196;537;175978;2169870;4;6
Claudia Valentina;Seven;570;801;143;70;-10698;0;475;865;;132;562;119891;2238270;4;9
